parent,specific,generic
450321103,兴坪,镇
450321104,葡萄,镇
450321105,高田,镇
450321200,金宝,乡
450321201,普益,乡
450321202,杨堤,乡
450323100,灵川,镇
450323101,大圩,镇
450323102,定江,镇
450323103,三街,镇
450323104,潭下,镇
450323106,九屋,镇
450323107,灵田,镇
450323200,潮田,乡
450323201,大境|瑶族,乡
450323202,海洋,乡
450323206,兰田|瑶族,乡
450323207,公平,乡
450324100,全州,镇
450324101,黄沙河,镇
450324102,庙头,镇
450324103,文桥,镇
450324104,大西江,镇
450324105,龙水,镇
450324106,才湾,镇
450324107,绍水,镇
450324108,石塘,镇
450324109,安和,镇
450324110,两河,镇
450324111,凤凰,镇
450324112,咸水,镇
450324113,枧塘,镇
450324114,永岁,镇
450324204,蕉江|瑶族,乡
450324208,白宝,乡
450324209,东山|瑶族,乡
450325100,兴安,镇
450325101,湘漓,镇
450325102,界首,镇
450325103,高尚,镇
450325104,严关,镇
450325105,溶江,镇
450325200,漠川,乡
450325201,白石,乡
450325202,崔家,乡
450325203,华江|瑶族,乡
450326100,永福,镇
450326101,罗锦,镇
450326102,百寿,镇
450326103,苏桥,镇
450326104,三皇,镇
450326105,堡里,镇
450326202,广福,乡
450326204,永安,乡
450326205,龙江,乡
450327100,灌阳,镇
450327101,黄关,镇
450327102,文市,镇
450327103,新街,镇
450327104,新圩,镇
450327105,水车,镇
450327200,洞井|瑶族,乡
450327201,观音阁,乡
450327202,西山|瑶族,乡
450328100,龙胜,镇
450328101,瓢里,镇
450328102,三门,镇
450328103,平等,镇
450328104,龙脊,镇
450328105,乐江,镇
450328201,泗水,乡
450328202,江底,乡
450328203,马堤,乡
450328204,伟江,乡
450329101,资源,镇
450329102,梅溪,镇
450329103,中峰,镇
450329203,瓜里,乡
450329204,车田|苗族,乡
450329205,两水|苗族,乡
450329206,河口|瑶族,乡
450330100,平乐,镇
450330101,二塘,镇
450330102,沙子,镇
450330103,同安,镇
450330104,张家,镇
450330105,源头,镇
450330201,阳安,乡
450330202,青龙,乡
450330203,桥亭,乡
450330205,大发|瑶族,乡
450332100,恭城,镇
450332101,栗木,镇
450332102,莲花,镇
450332103,嘉会,镇
450332104,西岭,镇
450332105,平安,镇
450332201,三江,乡
450332204,观音,乡
450332205,龙虎,乡
450381100,荔城,镇
450381101,东昌,镇
450381102,新坪,镇
450381103,杜莫,镇
450381104,青山,镇
450381105,修仁,镇
450381106,大塘,镇
450381107,花篢,镇
450381108,双江,镇
450381109,马岭,镇
450381200,龙怀,乡
450381201,茶城,乡
450381202,蒲芦|瑶族,乡
450403002,城南,街道
450403004,城北,街道
450403005,角嘴,街道
450403006,东兴,街道
450403007,富民,街道
450403105,城东,镇
450403107,龙湖,镇
450403108,夏郢,镇
450405001,大塘,街道
450405002,兴龙,街道
450405003,红岭,街道
450405101,长洲,镇
450405102,倒水,镇
450406100,龙圩,镇
450406101,新地,镇
450406102,广平,镇
450406103,大坡,镇
450421105,岭脚,镇
450421108,京南,镇
450421109,狮寨,镇
450421112,六堡,镇
450421113,梨埠,镇
450421114,木双,镇
450421115,石桥,镇
450421116,沙头,镇
450421117,旺甫,镇
450422100,藤州,镇
450422103,塘步,镇
450422104,埌南,镇
450422105,同心,镇
450422106,金鸡,镇
450422107,新庆,镇
450422108,象棋,镇
450422109,岭景,镇
450422110,天平,镇
450422111,濛江,镇
450422112,和平,镇
450422113,太平,镇
450422114,古龙,镇
450422115,东荣,镇
450422116,大黎,镇
450422200,平福,乡
450422201,宁康,乡
450423100,蒙山,镇
450423101,西河,镇
450423102,新圩,镇
450423103,文圩,镇
450423104,黄村,镇
450423105,陈塘,镇
450423200,汉豪,乡
450423201,长坪|瑶族,乡
450423202,夏宜|瑶族,乡
450481100,岑城,镇
450481102,马路,镇
450481103,南渡,镇
450481105,水汶,镇
450481106,大隆,镇
450481107,梨木,镇
450481108,大业,镇
450481109,筋竹,镇
450481110,诚谏,镇
450481111,归义,镇
450481112,糯垌,镇
450481113,安平,镇
450481114,三堡,镇
450481115,波塘,镇
450502001,中街,街道
450502002,东街,街道
450502003,西街,街道
450502004,海角,街道
450502005,地角,街道
450502006,高德,街道
450502007,驿马,街道
450502100,涠洲,镇
450503100,福成,镇
450503101,银滩,镇
450503102,平阳,镇
450503103,侨港,镇
450512100,南康,镇
450512101,营盘,镇
450512102,兴港,镇
450521100,廉州,镇
450521101,党江,镇
450521102,西场,镇
450521103,沙岗,镇
450521104,乌家,镇
450521105,闸口,镇
450521106,公馆,镇
450521107,白沙,镇
450521108,山口,镇
450521109,沙田,镇
450521110,石湾,镇
450521111,石康,镇
450521112,常乐,镇
450521113,星岛湖,镇
450521200,曲樟,乡
450602001,渔洲坪,街道
450602002,白沙𬇕,街道
450602003,沙潭江,街道
450602004,王府,街道
450602100,企沙,镇
450602101,光坡,镇
450603001,水营,街道
450603002,珠河,街道
450603003,文昌,街道
450603101,大菉,镇
450603102,华石,镇
450603103,那梭,镇
450603104,那良,镇
450603105,峒中,镇
450603106,茅岭,镇
450603107,江山,镇
450603108,扶隆,镇
450603204,滩营,乡
450603209,十万山|瑶族,乡
450621100,思阳,镇
450621101,在妙,镇
450621102,华兰,镇
450621103,叫安,镇
450621203,南屏|瑶族,乡
450621204,平福,乡
450621206,那琴,乡
450621208,公正,乡
450681100,东兴,镇
450681101,江平,镇
450681102,马路,镇
450702001,向阳,街道
450702002,水东,街道
450702003,文峰,街道
450702004,南珠,街道
450702005,尖山,街道
450702100,沙埠,镇
450702101,康熙岭,镇
450702102,黄屋屯,镇
450702104,大番坡,镇
450702105,龙门港,镇
450702106,犀牛脚,镇
450702107,久隆,镇
450702108,东场,镇
450702109,那丽,镇
450702110,那彭,镇
450702111,那思,镇
450703001,长田,街道
450703002,鸿亭,街道
450703003,子材,街道
450703100,大垌,镇
450703101,平吉,镇
450703102,青塘,镇
450703103,小董,镇
450703104,板城,镇
450703106,那蒙,镇
450703107,长滩,镇
450703108,新棠,镇
450703109,大直,镇
450703110,大寺,镇
450703111,贵台,镇
450721001,三海,街道
450721002,灵城,街道
450721102,新圩,镇
450721103,丰塘,镇
450721104,平山,镇
450721105,石塘,镇
450721106,佛子,镇
450721107,平南,镇
450721108,烟墩,镇
450721109,檀圩,镇
450721110,那隆,镇
450721111,三隆,镇
450721112,陆屋,镇
450721113,旧州,镇
450721114,太平,镇
450721115,沙坪,镇
450721116,武利,镇
450721117,文利,镇
450721118,伯劳,镇
450722001,小江,街道
450722002,江城,街道
450722101,泉水,镇
450722102,石埇,镇
450722103,安石,镇
450722104,张黄,镇
450722105,大成,镇
450722106,白石水,镇
450722107,北通,镇
450722108,三合,镇
450722109,龙门,镇
450722111,福旺,镇
450722112,寨圩,镇
450722113,乐民,镇
450722114,六硍,镇
450722115,平睦,镇
450722116,官垌,镇
450802001,贵城,街道
450802002,港城,街道
450802003,荷城,街道
450802004,布山,街道
450802005,西江,街道
450802101,大圩,镇
450802102,庆丰,镇
450802103,根竹,镇
450802104,武乐,镇
450802200,奇石,乡
450802201,中里,乡
450803001,江南,街道
450803002,八塘,街道
450803100,桥圩,镇
450803101,木格,镇
450803102,木梓,镇
450803103,湛江,镇
450803104,东津,镇
450803106,新塘,镇
450803107,瓦塘,镇
450804001,覃塘,街道
450804101,东龙,镇
450804102,三里,镇
450804103,黄练,镇
450804104,石卡,镇
450804105,五里,镇
450804106,樟木,镇
450804107,蒙公,镇
450804200,山北,乡
450804203,大岭,乡
450821001,平南,街道
450821002,上渡,街道
450821101,平山,镇
450821102,寺面,镇
450821103,六陈,镇
450821104,大新,镇
450821105,大安,镇
450821106,武林,镇
450821107,大坡,镇
450821108,大洲,镇
450821109,镇隆,镇
450821112,安怀,镇
450821113,丹竹,镇
450821114,官成,镇
450821115,思旺,镇
450821116,大鹏,镇
450821117,同和,镇
450821118,东华,镇
450821202,思界,乡
450821203,国安|瑶族,乡
450821204,马练|瑶族,乡
450881100,西山,镇
450881101,木乐,镇
450881102,木圭,镇
450881103,石咀,镇
450881104,油麻,镇
450881105,社坡,镇
450881106,罗秀,镇
450881107,麻垌,镇
450881108,社步,镇
450881109,下湾,镇
450881110,木根,镇
450881111,中沙,镇
450881113,大洋,镇
450881114,大湾,镇
450881115,白沙,镇
450881116,石龙,镇
450881117,蒙圩,镇
450881118,紫荆,镇
450881119,南木,镇
450881120,江口,镇
450881121,金田,镇
450881200,马皮,乡
450881201,垌心,乡
450881202,寻旺,乡
450881203,罗播,乡
450881204,厚禄,乡
450902001,玉城,街道
450902002,南江,街道
450902003,城西,街道
450902004,城北,街道
450902005,名山,街道
450902101,茂林,镇
450902102,仁东,镇
450902103,仁厚,镇
450902104,大塘,镇
450903100,福绵,镇
450903101,成均,镇
450903102,樟木,镇
450903103,新桥,镇
450903104,沙田,镇
450903105,石和,镇
450921100,容州,镇
450921102,杨梅,镇
450921103,灵山,镇
450921104,六王,镇
450921105,黎村,镇
450921106,杨村,镇
450921107,县底,镇
450921108,自良,镇
450921109,松山,镇
450921110,罗江,镇
450921111,石头,镇
450921112,石寨,镇
450921113,十里,镇
450921114,容西,镇
450921115,浪水,镇
450922101,温泉,镇
450922102,米场,镇
450922103,马坡,镇
450922104,珊罗,镇
450922105,平乐,镇
450922106,沙坡,镇
450922107,大桥,镇
450922108,乌石,镇
450922109,良田,镇
450922110,清湖,镇
450922111,古城,镇
450922112,横山,镇
450922113,滩面,镇
450922114,沙湖,镇
450923100,博白,镇
450923101,径口,镇
450923102,双凤,镇
450923105,顿谷,镇
450923106,水鸣,镇
450923107,那林,镇
450923108,江宁,镇
450923109,三滩,镇
450923110,黄凌,镇
450923111,亚山,镇
450923112,旺茂,镇
450923114,东平,镇
450923115,沙河,镇
450923116,菱角,镇
450923117,新田,镇
450923118,凤山,镇
450923119,宁潭,镇
450923120,文地,镇
450923121,英桥,镇
450923122,那卜,镇
450923123,大垌,镇
450923124,沙陂,镇
450923125,双旺,镇
450923126,松旺,镇
450923127,龙潭,镇
450923128,大坝,镇
450923129,永安,镇
450923130,浪平,镇
450924100,石南,镇
450924101,大平山,镇
450924102,葵阳,镇
450924103,城隍,镇
450924104,山心,镇
450924105,沙塘,镇
450924106,蒲塘,镇
450924107,北市,镇
450924108,龙安,镇
450924109,高峰,镇
450924110,小平山,镇
450924111,卖酒,镇
450924124,洛阳,镇
450981001,陵城,街道
450981002,城南,街道
450981003,城北,街道
450981100,北流,镇
450981101,新荣,镇
450981102,民安,镇
450981103,山围,镇
450981104,民乐,镇
450981105,西埌,镇
450981106,新圩,镇
450981107,大里,镇
450981108,塘岸,镇
450981109,清水口,镇
450981110,隆盛,镇
450981111,大坡外,镇
450981112,六麻,镇
450981113,新丰,镇
450981114,沙垌,镇
450981115,平政,镇
450981116,白马,镇
450981117,大伦,镇
450981118,扶新,镇
450981119,六靖,镇
450981120,石窝,镇
450981122,清湾,镇
451002001,百城,街道
451002002,龙景,街道
451002101,阳圩,镇
451002102,四塘,镇
451002103,龙川,镇
451002104,永乐,镇
451002202,汪甸|瑶族,乡
451002204,大楞,乡
451002206,泮水,乡
451003100,田州,镇
451003101,那坡,镇
451003102,坡洪,镇
451003103,那满,镇
451003104,百育,镇
451003105,玉凤,镇
451003106,头塘,镇
451003107,五村,镇
451003108,洞靖,镇
451003204,巴别,乡
451022100,平马,镇
451022101,祥周,镇
451022103,林逢,镇
451022105,思林,镇
451022106,印茶,镇
451022107,江城,镇
451022108,朔良,镇
451022109,义圩,镇
451022110,那拔,镇
451022201,作登|瑶族,乡
451024100,城关,镇
451024101,隆桑,镇
451024102,敬德,镇
451024103,足荣,镇
451024122,马隘,镇
451024123,东凌,镇
451024124,那甲,镇
451024201,都安,乡
451024205,荣华,乡
451024207,燕峒,乡
451024208,龙光,乡
451024210,巴头,乡
451026100,城厢,镇
451026101,平孟,镇
451026102,龙合,镇
451026200,坡荷,乡
451026203,德隆,乡
451026204,百合,乡
451026205,百南,乡
451026207,百省,乡
451026208,百都,乡
451027100,泗城,镇
451027101,逻楼,镇
451027102,加尤,镇
451027103,下甲,镇
451027201,伶站|瑶族,乡
451027202,朝里|瑶族,乡
451027203,沙里|瑶族,乡
451027205,玉洪|瑶族,乡
451028100,同乐,镇
451028101,甘田,镇
451028102,新化,镇
451028103,花坪,镇
451028201,逻沙,乡
451028203,逻西,乡
451028204,幼平,乡
451028205,雅长,乡
451029100,乐里,镇
451029101,旧州,镇
451029102,定安,镇
451029103,六隆,镇
451029104,浪平,镇
451029200,潞城|瑶族,乡
451029202,利周|瑶族,乡
451029203,平塘,乡
451029206,八桂|瑶族,乡
451029208,八渡|瑶族,乡
451029210,那比,乡
451029211,高龙,乡
451029213,百乐,乡
451029215,者苗,乡
451030100,八达,镇
451030101,古障,镇
451030102,那劳,镇
451030103,马蚌,镇
451030203,普合|苗族,乡
451030204,西平,乡
451030206,那佐|苗族,乡
451030208,足别|瑶族|苗族,乡
451031100,新州,镇
451031101,桠杈,镇
451031102,天生桥,镇
451031103,平班,镇
451031104,德峨,镇
451031105,隆或,镇
451031200,沙梨,乡
451031203,者保,乡
451031204,者浪,乡
451031205,革步,乡
451031206,金钟山,乡
451031208,猪场,乡
451031210,蛇场,乡
451031211,克长,乡
451031213,岩茶,乡
451031215,介廷,乡
451081100,新靖,镇
451081101,化峒,镇
451081102,湖润,镇
451081103,安德,镇
451081104,龙临,镇
451081105,渠洋,镇
451081106,岳圩,镇
451081107,龙邦,镇
451081108,武平,镇
451081109,禄峒,镇
451081110,地州,镇
451081200,同德,乡
451081201,壬庄,乡
451081202,安宁,乡
451081206,南坡,乡
451081207,吞盘,乡
451081209,果乐,乡
451081210,新甲,乡
451081215,魁圩,乡
451082100,马头,镇
451082101,新安,镇
451082102,果化,镇
451082103,太平,镇
451082104,坡造,镇
451082105,四塘,镇
451082106,旧城,镇
451082107,榜圩,镇
451082108,凤梧,镇
451082202,海城,乡
451082205,黎明,乡
451082206,同老,乡
451102001,八步,街道
451102002,城东,街道
451102003,江南,街道
451102101,贺街,镇
451102102,步头,镇
451102103,莲塘,镇
451102104,大宁,镇
451102105,南乡,镇
451102106,桂岭,镇
451102107,开山,镇
451102109,里松,镇
451102114,信都,镇
451102115,灵峰,镇
451102116,仁义,镇
451102117,铺门,镇
451102200,黄洞|瑶族,乡
451103001,西湾,街道
451103100,黄田,镇
451103101,鹅塘,镇
451103102,沙田,镇
451103103,公会,镇
451103104,水口,镇
451103105,望高,镇
451103106,羊头,镇
451103200,大平|瑶族,乡
451121100,昭平,镇
451121101,文竹,镇
451121102,黄姚,镇
451121103,富罗,镇
451121104,北陀,镇
451121105,马江,镇
451121107,五将,镇
451121108,走马,镇
451121109,樟木林,镇
451121201,仙回|瑶族,乡
451121206,凤凰,乡
451121208,木格,乡
451122100,钟山,镇
451122105,回龙,镇
451122106,石龙,镇
451122107,凤翔,镇
451122108,珊瑚,镇
451122109,同古,镇
451122110,公安,镇
451122112,清塘,镇
451122113,燕塘,镇
451122114,红花,镇
451122200,花山|瑶族,乡
451122201,两安|瑶族,乡
451123100,富阳,镇
451123101,白沙,镇
451123102,莲山,镇
451123103,古城,镇
451123104,福利,镇
451123105,麦岭,镇
451123106,葛坡,镇
451123107,城北,镇
451123108,朝东,镇
451123200,新华,乡
451123201,石家,乡
451123203,柳家,乡
451202001,金城江,街道
451202101,东江,镇
451202102,六圩,镇
451202103,六甲,镇
451202104,河池,镇
451202105,拔贡,镇
451202106,九圩,镇
451202107,五圩,镇
451202200,白土,乡
451202203,侧岭,乡
451202204,保平,乡
451202205,长老,乡
451203100,庆远,镇
451203101,三岔,镇
451203102,洛西,镇
451203103,怀远,镇
451203104,德胜,镇
451203105,石别,镇
451203106,北山,镇
451203107,洛东,镇
451203108,刘三姐,镇
451203200,祥贝,乡
451203203,屏南,乡
451203207,福龙|瑶族,乡
451203208,北牙|瑶族,乡
451203210,同德,乡
451203211,安马,乡
451203213,龙头,乡
451221100,城关,镇
451221101,大厂,镇
451221102,车河,镇
451221103,芒场,镇
451221104,六寨,镇
451221105,月里,镇
451221106,吾隘,镇
451221107,罗富,镇
451221202,中堡|苗族,乡
451221203,八圩|瑶族,乡
451221204,里湖|瑶族,乡
451222100,六排,镇
451222101,向阳,镇
451222200,岜暮,乡
451222201,八腊|瑶族,乡
451222203,纳直,乡
451222204,更新,乡
451222206,下老,乡
451222207,坡结,乡
451222208,三堡,乡
451223001,思源,街道
451223100,凤城,镇
451223101,长洲,镇
451223102,三门海,镇
451223201,砦牙,乡
451223203,乔音,乡
451223205,金牙|瑶族,乡
451223207,中亭,乡
451223208,平乐|瑶族,乡
451223209,江洲|瑶族,乡
451224100,东兰,镇
451224101,隘洞,镇
451224102,长乐,镇
451224103,三石,镇
451224104,武篆,镇
451224105,长江,镇
451224200,泗孟,乡
451224201,兰木,乡
451224203,巴畴,乡
451224204,金谷,乡
451224205,三弄|瑶族,乡
451224206,大同,乡
451224207,花香,乡
451224208,切学,乡
451225100,东门,镇
451225101,龙岸,镇
451225102,黄金,镇
451225103,小长安,镇
451225105,四把,镇
451225106,天河,镇
451225107,怀群,镇
451225200,宝坛,乡
451225202,乔善,乡
451225203,纳翁,乡
451225204,兼爱,乡
451226001,城西,街道
451226100,思恩,镇
451226101,水源,镇
451226102,洛阳,镇
451226103,川山,镇
451226104,明伦,镇
451226105,东兴,镇
451226200,大才,乡
451226202,下南,乡
451226204,大安,乡
451226205,长美,乡
451226206,龙岩,乡
451226207,驯乐|苗族,乡
451227100,巴马,镇
451227101,甲篆,镇
451227102,燕洞,镇
451227202,那社,乡
451227203,所略,乡
451227205,西山,乡
451227207,东山,乡
451227208,凤凰,乡
451227209,百林,乡
451227210,那桃,乡
451228100,安阳,镇
451228101,高岭,镇
451228102,地苏,镇
451228103,下坳,镇
451228104,拉烈,镇
451228105,百旺,镇
451228106,澄江,镇
